pfamA_acc	clan_acc	clan_id	pfamA_id	description
PF06634	NULL	NULL	DUF1156	Protein of unknown function (DUF1156)
PF06635	CL0255	ATP_synthase	T3SS_SCTL	Type 3 secretion system stator protein
PF06636	NULL	NULL	DUF1157	Protein of unknown function (DUF1157)
PF06637	NULL	NULL	PV-1	PV-1 protein (PLVAP)
PF06638	NULL	NULL	Strabismus	Strabismus protein
PF06639	NULL	NULL	BAP	Basal layer antifungal peptide (BAP)
PF06640	NULL	NULL	P_C	P protein C-terminus
PF06643	NULL	NULL	DUF1158	Protein of unknown function (DUF1158)
PF06644	NULL	NULL	ATP11	ATP11 protein
PF06645	NULL	NULL	SPC12	Microsomal signal peptidase 12 kDa subunit (SPC12)
PF06646	CL0177	PBP	CypI	Extracytoplasmic thiamine-binding lipoprotein
PF06648	NULL	NULL	AcMNPV_Ac75	Autographa californica nuclear polyhedrosis virus (AcMNPV), Ac75
PF06649	NULL	NULL	DUF1161	Protein of unknown function (DUF1161)
PF06650	NULL	NULL	SHR-BD	SHR-binding domain of vacuolar-sorting associated protein 13
PF06651	NULL	NULL	DUF1163	Protein of unknown function (DUF1163)
PF06652	NULL	NULL	Methuselah_N	Methuselah N-terminus
PF06653	CL0375	Transporter	Claudin_3	Tight junction protein, Claudin-like
PF06656	CL0543	Viral_gly_cn_dm	Tenui_PVC2	Tenuivirus PVC2 protein
PF06657	NULL	NULL	Cep57_MT_bd	Centrosome microtubule-binding domain of Cep57
PF06658	NULL	NULL	DUF1168	Protein of unknown function (DUF1168)
PF06661	NULL	NULL	VirE3	VirE3
PF06662	CL0059	6_Hairpin	C5-epim_C	D-glucuronyl C5-epimerase C-terminus
PF06663	NULL	NULL	CNK2_3_dom	Connector enhancer of kinase suppressor of ras 2/3 domain
PF06664	NULL	NULL	MIG-14_Wnt-bd	Wnt-binding factor required for Wnt secretion
PF06666	NULL	NULL	DUF1173	Protein of unknown function (DUF1173)
PF06667	NULL	NULL	PspB	Phage shock protein B
PF06668	NULL	NULL	ITI_HC_C	Inter-alpha-trypsin inhibitor heavy chain C-terminus
PF06670	NULL	NULL	Etmic-2	Microneme protein Etmic-2
PF06671	NULL	NULL	DUF1174	Repeat of unknown function (DUF1174)
PF06672	CL0125	Peptidase_CA	DUF1175	Protein of unknown function (DUF1175)
PF06673	CL0373	Phage-coat	L_lactis_ph-MCP	Lactococcus lactis bacteriophage major capsid protein
PF06674	NULL	NULL	DUF1176	Protein of unknown function (DUF1176)
PF06675	NULL	NULL	DUF1177	Protein of unknown function (DUF1177)
PF06676	NULL	NULL	DUF1178	Protein of unknown function (DUF1178)
PF06677	CL0167	Zn_Beta_Ribbon	Auto_anti-p27	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)
PF06678	NULL	NULL	DUF1179	Protein of unknown function (DUF1179)
PF06679	NULL	NULL	DUF1180	Protein of unknown function (DUF1180)
PF06680	NULL	NULL	DUF1181	Protein of unknown function (DUF1181)
PF06681	CL0192	GPCR_A	DUF1182	Protein of unknown function (DUF1182)
PF06682	NULL	NULL	SARAF	SOCE-associated regulatory factor of calcium homoeostasis
PF06683	NULL	NULL	DUF1184	Protein of unknown function (DUF1184)
PF06684	NULL	NULL	AA_synth	Amino acid synthesis
PF06685	NULL	NULL	DUF1186	Protein of unknown function (DUF1186)
PF06686	NULL	NULL	SpoIIIAC	Stage III sporulation protein AC/AD protein family
PF06687	CL0375	Transporter	SUR7	SUR7/PalI family
PF06688	NULL	NULL	DUF1187	Protein of unknown function (DUF1187)
PF06689	CL0167	Zn_Beta_Ribbon	zf-C4_ClpX	ClpX C4-type zinc finger
PF06690	CL0063	NADP_Rossmann	HcgC	FeGP cofactor biosynthesis protein, methyltransferase HcgC
PF06691	CL0112	Yip1	DUF1189	Protein of unknown function (DUF1189)
PF06692	NULL	NULL	MNSV_P7B	Melon necrotic spot virus P7B protein
PF06693	NULL	NULL	DUF1190	Protein of unknown function (DUF1190)
PF06694	NULL	NULL	Plant_NMP1	Plant nuclear matrix protein 1 (NMP1)
PF06695	NULL	NULL	Sm_multidrug_ex	Putative small multi-drug export protein
PF06696	NULL	NULL	Strep_SA_rep	Streptococcal surface antigen repeat
PF06697	CL0661	Gain	DUF1191	Protein of unknown function (DUF1191)
PF06698	NULL	NULL	DUF1192	Protein of unknown function (DUF1192)
PF06699	NULL	NULL	PIG-F	GPI biosynthesis protein family Pig-F
PF06701	NULL	NULL	MIB_HERC2	Mib_herc2
PF06702	CL0016	PKinase	Fam20C	Golgi casein kinase, C-terminal, Fam20
PF06703	NULL	NULL	SPC25	Microsomal signal peptidase 25 kDa subunit (SPC25)
PF06705	NULL	NULL	SF-assemblin	SF-assemblin/beta giardin
PF06706	NULL	NULL	CTV_P6	Citrus tristeza virus 6-kDa protein
PF06707	CL0128	vWA-like	DUF1194	Protein of unknown function (DUF1194)
PF06708	NULL	NULL	DUF1195	Protein of unknown function (DUF1195)
PF06711	NULL	NULL	DUF1198	Protein of unknown function (DUF1198)
PF06712	NULL	NULL	DUF1199	Protein of unknown function (DUF1199)
PF06713	CL0266	PH	bPH_4	Bacterial PH domain
PF06714	CL0021	OB	Gp5_OB	Gp5 N-terminal OB domain
PF06715	CL0606	Phage_fibre	Gp5_C	Gp5 C-terminal repeat (3 copies)
PF06716	NULL	NULL	MP_p6	Movement protein p6
PF06717	NULL	NULL	DUF1202	Protein of unknown function (DUF1202)
PF06718	NULL	NULL	DUF1203	Protein of unknown function (DUF1203)
PF06719	CL0029	Cupin	AraC_N	AraC-type transcriptional regulator N-terminus
PF06720	NULL	NULL	Phi-29_GP16_7	Bacteriophage phi-29 early protein GP16.7
PF06721	NULL	NULL	DUF1204	Protein of unknown function (DUF1204)
PF06722	CL0113	GT-B	DUF1205	Protein of unknown function (DUF1205)
PF06723	CL0108	Actin_ATPase	MreB_Mbl	MreB/Mbl protein
PF06724	NULL	NULL	DUF1206	Domain of Unknown Function (DUF1206)
PF06725	CL0199	DPBB	3D	3D domain
PF06726	NULL	NULL	BC10	Bladder cancer-related protein BC10
PF06727	CL0193	MBB	DUF1207	Protein of unknown function (DUF1207)
PF06728	CL0111	GT-C	PIG-U	GPI transamidase subunit PIG-U
PF06729	NULL	NULL	CENP-R	Kinetochore component, CENP-R
PF06730	CL0145	Golgi-transport	FAM92	FAM92 protein
PF06732	NULL	NULL	Pescadillo_N	Pescadillo N-terminus
PF06733	CL0023	P-loop_NTPase	DEAD_2	DEAD_2
PF06734	CL0016	PKinase	UL97	UL97
PF06736	NULL	NULL	TMEM175	Endosomal/lysosomal potassium channel TMEM175
PF06737	CL0037	Lysozyme	Transglycosylas	Transglycosylase-like domain
PF06738	CL0470	ThrE	ThrE	Putative threonine/serine exporter
PF06739	CL0186	Beta_propeller	SBBP	Beta-propeller repeat
PF06740	NULL	NULL	DUF1213	Protein of unknown function (DUF1213)
PF06741	NULL	NULL	LsmAD	LsmAD domain
PF06742	CL0528	DUF1214	DUF1214	Protein of unknown function (DUF1214)
PF06743	NULL	NULL	FAST_1	FAST kinase-like protein, subdomain 1
PF06744	CL0154	C2	IcmF_C	Type VI secretion protein IcmF C2-like domain
PF06745	CL0023	P-loop_NTPase	ATPase	KaiC
PF06746	NULL	NULL	DUF1216	Protein of unknown function (DUF1216)
PF06747	CL0351	CHCH	CHCH	CHCH domain
PF06748	NULL	NULL	DUF1217	Protein of unknown function (DUF1217)
PF06749	NULL	NULL	DUF1218	Protein of unknown function (DUF1218)
PF06750	NULL	NULL	DiS_P_DiS	Bacterial Peptidase A24 N-terminal domain
PF06751	NULL	NULL	EutB	Ethanolamine ammonia lyase large subunit (EutB)
PF06752	NULL	NULL	E_Pc_C	Enhancer of Polycomb C-terminus
PF06753	NULL	NULL	Bradykinin	Bradykinin
PF06754	NULL	NULL	PhnG	Phosphonate metabolism protein PhnG
PF06755	NULL	NULL	CbtA_toxin	CbtA_toxin of type IV toxin-antitoxin system
PF06757	NULL	NULL	Ins_allergen_rp	Insect allergen related repeat, nitrile-specifier detoxification
PF06758	NULL	NULL	Olduvai	Olduvai domain
PF06760	NULL	NULL	DUF1221	Protein of unknown function (DUF1221)
PF06761	NULL	NULL	IcmF-related	Intracellular multiplication and human macrophage-killing
PF06762	CL0131	DoxD-like	LMF1	Lipase maturation factor
PF06763	CL0504	Phage_barrel	Minor_tail_Z	Prophage minor tail protein Z (GPZ)
PF06764	CL0172	Thioredoxin	DUF1223	Protein of unknown function (DUF1223)
PF06766	NULL	NULL	Hydrophobin_2	Fungal hydrophobin
PF06767	NULL	NULL	Sif	Sif protein
PF06769	CL0136	Plasmid-antitox	YoeB_toxin	YoeB-like toxin of bacterial type II toxin-antitoxin system
PF06770	NULL	NULL	Arif-1	Actin-rearrangement-inducing factor (Arif-1)
PF06771	NULL	NULL	Desmo_N	Viral Desmoplakin N-terminus
PF06772	NULL	NULL	LtrA	Bacterial low temperature requirement A protein (LtrA)
PF06773	NULL	NULL	Bim_N	Bim protein N-terminus
PF06775	NULL	NULL	Seipin	Putative adipose-regulatory protein (Seipin)
PF06776	CL0159	E-set	IalB	Invasion associated locus B (IalB) protein
PF06777	NULL	NULL	HBB	Helical and beta-bridge domain
PF06778	CL0032	Dim_A_B_barrel	Chlor_dismutase	Chlorite dismutase
PF06779	CL0015	MFS	MFS_4	Uncharacterised MFS-type transporter YbfB
PF06780	NULL	NULL	Erp_C	Erp protein C-terminus
PF06781	NULL	NULL	CrgA	Cell division protein CrgA
PF06782	CL0219	RNase_H	UPF0236	Uncharacterised protein family (UPF0236)
PF06783	NULL	NULL	UPF0239	Uncharacterised protein family (UPF0239)
PF06784	NULL	NULL	UPF0240	Uncharacterised protein family (UPF0240)
PF06785	NULL	NULL	UPF0242	Uncharacterised protein family (UPF0242) N-terminus
PF06786	NULL	NULL	UPF0253	Uncharacterised protein family (UPF0253)
PF06787	NULL	NULL	HcgF	FeGP cofactor biosynthesis protein HcgF
PF06788	CL0193	MBB	UPF0257	Uncharacterised protein family (UPF0257)
PF06789	NULL	NULL	MINAR1_C	MINAR1 C-terminal domain
PF06790	NULL	NULL	UPF0259	Uncharacterised protein family (UPF0259)
PF06791	NULL	NULL	TMP_2	Prophage tail length tape measure protein
PF06792	NULL	NULL	UPF0261	Uncharacterised protein family (UPF0261)
PF06793	NULL	NULL	UPF0262	Uncharacterised protein family (UPF0262)
PF06794	NULL	NULL	UPF0270	Uncharacterised protein family (UPF0270)
PF06795	NULL	NULL	Erythrovirus_X	Erythrovirus X protein
PF06796	NULL	NULL	NapE	Periplasmic nitrate reductase protein NapE
PF06797	NULL	NULL	DUF1229	Protein of unknown function (DUF1229)
PF06798	NULL	NULL	PrkA	PrkA serine protein kinase C-terminal domain
PF06799	NULL	NULL	CGLD27-like	Conserved in the green lineage and diatoms 27
PF06800	CL0184	DMT	Sugar_transport	Sugar transport protein
PF06802	NULL	NULL	DUF1231	Protein of unknown function (DUF1231)
PF06803	NULL	NULL	DUF1232	Protein of unknown function (DUF1232)
PF06804	CL0209	Bet_v_1_like	Lipoprotein_18	NlpB/DapX lipoprotein
PF06805	CL0072	Ubiquitin	Lambda_tail_I	Bacteriophage lambda tail assembly protein I
PF06806	NULL	NULL	DUF1233	Putative excisionase (DUF1233)
PF06807	NULL	NULL	Clp1	Pre-mRNA cleavage complex II protein Clp1
PF06808	CL0182	IT	DctM	Tripartite ATP-independent periplasmic transporter, DctM component
PF06809	NULL	NULL	NPDC1	Neural proliferation differentiation control-1 protein (NPDC1)
PF06810	NULL	NULL	Phage_GP20	Phage minor structural protein GP20
PF06812	NULL	NULL	ImpA_N	ImpA, N-terminal, type VI secretion system
PF06813	CL0015	MFS	Nodulin-like	Nodulin-like
PF06814	CL0192	GPCR_A	Lung_7-TM_R	Lung seven transmembrane receptor
PF06815	NULL	NULL	RVT_connect	Reverse transcriptase connection domain
PF06816	NULL	NULL	NOD	NOTCH protein
PF06817	NULL	NULL	RVT_thumb	Reverse transcriptase thumb domain
PF06818	NULL	NULL	Fez1	Fez1
PF06819	NULL	NULL	Arc_PepC	Archaeal Peptidase A24 C-terminal Domain
PF06820	NULL	NULL	Phage_fiber_C	Putative prophage tail fibre C-terminus
PF06821	CL0028	AB_hydrolase	Ser_hydrolase	Serine hydrolase
PF06822	NULL	NULL	DUF1235	Protein of unknown function (DUF1235)
PF06823	NULL	NULL	DUF1236	Protein of unknown function (DUF1236)
PF06824	CL0059	6_Hairpin	Glyco_hydro_125	Metal-independent alpha-mannosidase (GH125)
PF06825	NULL	NULL	HSBP1	Heat shock factor binding protein 1
PF06826	CL0064	CPA_AT	Asp-Al_Ex	Predicted Permease Membrane Region
PF06827	CL0167	Zn_Beta_Ribbon	zf-FPG_IleRS	Zinc finger found in FPG and IleRS
PF06830	NULL	NULL	Root_cap	Root cap
PF06831	CL0303	H2TH	H2TH	Formamidopyrimidine-DNA glycosylase H2TH domain
PF06832	CL0159	E-set	BiPBP_C	Penicillin-Binding Protein C-terminus Family
PF06833	CL0127	ClpP_crotonase	MdcE	Malonate decarboxylase gamma subunit (MdcE)
PF06834	NULL	NULL	TraU	TraU protein
PF06835	CL0259	OstA	LptC	Lipopolysaccharide-assembly, LptC-related
PF06836	NULL	NULL	DUF1240	Protein of unknown function (DUF1240)
PF06837	NULL	NULL	Fijivirus_P9-2	Fijivirus P9-2 protein
PF06838	CL0061	PLP_aminotran	Met_gamma_lyase	Methionine gamma-lyase 
PF06839	CL0167	Zn_Beta_Ribbon	zf-GRF	GRF zinc finger
PF06840	CL0705	VBS-like	DUF1241	Protein of unknown function (DUF1241)
PF06841	CL0569	Phage_TTPs	Phage_T4_gp19	T4-like virus tail tube protein gp19
PF06842	NULL	NULL	DUF1242	Protein of unknown function (DUF1242)
PF06844	NULL	NULL	DUF1244	Protein of unknown function (DUF1244)
PF06847	NULL	NULL	Arc_PepC_II	Archaeal Peptidase A24 C-terminus Type II
PF06848	NULL	NULL	Disaggr_repeat	Disaggregatase related repeat
PF06849	CL0483	PreATP-grasp	DUF1246	Protein of unknown function (DUF1246)
PF06850	CL0028	AB_hydrolase	PHB_depo_C	PHB de-polymerase C-terminus
PF06851	NULL	NULL	DUF1247	Protein of unknown function (DUF1247)
PF06852	CL0257	Acetyltrans	DUF1248	Protein of unknown function (DUF1248)
PF06853	NULL	NULL	DUF1249	Protein of unknown function (DUF1249)
PF06854	NULL	NULL	Phage_Gp15	Bacteriophage Gp15 protein
PF06855	NULL	NULL	YozE_SAM_like	YozE SAM-like fold
PF06856	NULL	NULL	AcMNPV_Orf17	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf17
PF06857	NULL	NULL	ACP	Malonate decarboxylase delta subunit (MdcD)
PF06858	CL0023	P-loop_NTPase	NOG1	Nucleolar GTP-binding protein 1 (NOG1)
PF06859	CL0063	NADP_Rossmann	Bin3	Bicoid-interacting protein 3 (Bin3)
PF06861	NULL	NULL	BALF1	BALF1 protein
PF06862	NULL	NULL	UTP25	Utp25, U3 small nucleolar RNA-associated SSU processome protein 25
PF06863	CL0528	DUF1214	DUF1254	Protein of unknown function (DUF1254)
PF06864	NULL	NULL	PAP_PilO	Pilin accessory protein (PilO)
PF06865	CL0029	Cupin	Ppnp	Pyrimidine/purine nucleoside phosphorylase
PF06866	CL0095	Peptidase_ML	DUF1256	Protein of unknown function (DUF1256)
PF06868	NULL	NULL	DUF1257	Protein of unknown function (DUF1257)
PF06869	CL0219	RNase_H	DUF1258	Protein of unknown function (DUF1258)
PF06870	CL0662	Triple_barrel	RNA_pol_I_A49	A49-like RNA polymerase I associated factor 
PF06871	CL0037	Lysozyme	TraH_2	TraH_2
PF06872	NULL	NULL	EspG	EspG protein
PF06873	NULL	NULL	SerH	Cell surface immobilisation antigen SerH
PF06874	CL0163	Calcineurin	FBPase_2	Firmicute fructose-1,6-bisphosphatase
PF06875	CL0053	4H_Cytokine	PRF	Plethodontid receptivity factor PRF
PF06876	CL0054	Knottin_1	SCRL	Plant self-incompatibility response (SCRL) protein
PF06877	NULL	NULL	RraB	Regulator of ribonuclease activity B
PF06878	NULL	NULL	Pkip-1	Pkip-1 protein
PF06880	NULL	NULL	DUF1262	Protein of unknown function (DUF1262)
PF06881	CL0271	F-box	Elongin_A	RNA polymerase II transcription factor SIII (Elongin) subunit A
PF06882	NULL	NULL	DUF1263	Protein of unknown function (DUF1263)
PF06883	NULL	NULL	RNA_pol_Rpa2_4	RNA polymerase I, Rpa2 specific domain 
PF06884	NULL	NULL	DUF1264	Protein of unknown function (DUF1264)
PF06886	NULL	NULL	TPX2	Targeting protein for Xklp2 (TPX2) domain
PF06887	NULL	NULL	DUF1265	Protein of unknown function (DUF1265)
PF06888	CL0137	HAD	Put_Phosphatase	Putative Phosphatase
PF06889	NULL	NULL	DUF1266	Protein of unknown function (DUF1266)
PF06890	NULL	NULL	Phage_Mu_Gp45	Bacteriophage Mu Gp45 spike protein
PF06891	CL0691	Phage_tail_2	P2_Phage_GpR	P2 phage tail completion protein R (GpR)
PF06892	NULL	NULL	Phage_CP76	Phage regulatory protein CII (CP76)
PF06894	CL0567	Phage_TACs	Phage_TAC_2	Bacteriophage lambda tail assembly chaperone, TAC, protein G
PF06896	CL0567	Phage_TACs	Phage_TAC_3	Phage tail assembly chaperone proteins, TAC
PF06897	CL0500	Glycine-zipper	DUF1269	Protein of unknown function (DUF1269)
PF06898	CL0191	POTRA	YqfD	Putative stage IV sporulation protein YqfD
PF06899	CL0499	O-anti_assembly	WzyE	WzyE protein, O-antigen assembly polymerase
PF06900	NULL	NULL	DUF1270	Protein of unknown function (DUF1270)
PF06901	NULL	NULL	FrpC	RTX iron-regulated protein FrpC
PF06902	CL0344	4Fe-4S	Fer4_19	Divergent 4Fe-4S mono-cluster
PF06903	NULL	NULL	VirK	VirK protein
PF06904	NULL	NULL	Extensin-like_C	Extensin-like protein C-terminus
PF06905	NULL	NULL	FAIM1	Fas apoptotic inhibitory molecule (FAIM1)
PF06906	NULL	NULL	DUF1272	Protein of unknown function (DUF1272)
PF06907	CL0121	Cystatin	Latexin	Latexin
PF06908	CL0349	SLOG	YpsA	YspA SLOG family
PF06910	NULL	NULL	MEA1	Male enhanced antigen 1 (MEA1)
PF06911	CL0023	P-loop_NTPase	Senescence	Senescence domain
PF06912	CL0142	Membrane_trans	DUF1275	Protein of unknown function (DUF1275)
PF06916	NULL	NULL	FAM210A-B_dom	FAM210A/B-like domain
PF06917	NULL	NULL	Pectate_lyase_2	Periplasmic pectate lyase
PF06918	NULL	NULL	DUF1280	Protein of unknown function (DUF1280)
PF06919	NULL	NULL	Phage_T4_Gp30_7	Phage Gp30.7 protein
PF06920	CL0020	TPR	DHR-2_Lobe_A	DHR-2, Lobe A
PF06922	NULL	NULL	CTV_P13	Citrus tristeza virus P13 protein
PF06923	NULL	NULL	GutM	Glucitol operon activator protein (GutM)
PF06924	NULL	NULL	DUF1281	Protein of unknown function (DUF1281)
PF06925	CL0113	GT-B	MGDG_synth	Monogalactosyldiacylglycerol (MGDG) synthase
PF06926	NULL	NULL	Rep_Org_C	Putative replisome organiser protein C-terminus
PF06929	NULL	NULL	Rotavirus_VP3	Rotavirus VP3 protein
PF06931	NULL	NULL	Adeno_E4_ORF3	Mastadenovirus E4 ORF3 protein
PF06932	NULL	NULL	DUF1283	Protein of unknown function (DUF1283)
PF06933	NULL	NULL	SSP160	Special lobe-specific silk protein SSP160
PF06934	NULL	NULL	CTI	Fatty acid cis/trans isomerase (CTI)
PF06935	NULL	NULL	DUF1284	Protein of unknown function (DUF1284)
PF06936	NULL	NULL	Selenoprotein_S	Selenoprotein S (SelS)
PF06937	NULL	NULL	EURL	EURL protein
PF06938	NULL	NULL	DUF1285	Protein of unknown function (DUF1285)
PF06939	NULL	NULL	DUF1286	Protein of unknown function (DUF1286)
PF06940	CL0125	Peptidase_CA	DUF1287	Domain of unknown function (DUF1287)
PF06941	CL0137	HAD	NT5C	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)
PF06942	CL0420	GlpM-like	GlpM	GlpM protein
PF06943	NULL	NULL	zf-LSD1	LSD1 zinc finger
PF06945	NULL	NULL	DUF1289	Protein of unknown function (DUF1289)
PF06946	CL0562	Holin-V	Phage_holin_5_1	Bacteriophage A118-like holin, Hol118
PF06947	NULL	NULL	DUF1290	Protein of unknown function (DUF1290)
PF06949	NULL	NULL	DUF1292	Protein of unknown function (DUF1292)
PF06950	NULL	NULL	DUF1293	Protein of unknown function (DUF1293)
PF06951	CL0629	PLA2	PLA2G12	Group XII secretory phospholipase A2 precursor (PLA2G12)
PF06952	NULL	NULL	PsiA	PsiA protein
PF06953	CL0172	Thioredoxin	ArsD	Arsenical resistance operon protein ArsD
PF06954	NULL	NULL	Resistin	Resistin
PF06955	CL0004	Concanavalin	XET_C	Xyloglucan endo-transglycosylase (XET) C-terminus
PF06956	NULL	NULL	RtcR	Regulator of RNA terminal phosphate cyclase
PF06957	CL0020	TPR	COPI_C	Coatomer (COPI) alpha subunit C-terminus
PF06958	CL0446	Bacteriocin_TLN	Pyocin_S	S-type Pyocin
PF06959	NULL	NULL	RecQ5	RecQ helicase protein-like 5 (RecQ5)
PF06961	NULL	NULL	DUF1294	Protein of unknown function (DUF1294)
PF06962	CL0063	NADP_Rossmann	rRNA_methylase	Putative rRNA methylase
PF06963	CL0015	MFS	FPN1	Ferroportin1 (FPN1)
PF06964	CL0369	GHD	Alpha-L-AF_C	Alpha-L-arabinofuranosidase C-terminal domain
PF06965	CL0064	CPA_AT	Na_H_antiport_1	Na+/H+ antiporter 1
PF06966	CL0115	Steroid_dh	DUF1295	Protein of unknown function (DUF1295)
PF06967	NULL	NULL	Mo-nitro_C	Mo-dependent nitrogenase C-terminus
PF06968	NULL	NULL	BATS	Biotin and Thiamin Synthesis associated domain
PF06969	CL0123	HTH	HemN_C	HemN C-terminal domain
PF06970	CL0123	HTH	RepA_N	Replication initiator protein A (RepA) N-terminus
PF06971	CL0123	HTH	Put_DNA-bind_N	Putative DNA-binding protein N-terminus
PF06972	CL0214	UBA	GIP1_N	GBF-interacting protein 1 N-terminal
PF06973	CL0179	ATP-grasp	DUF1297	Domain of unknown function (DUF1297)
PF06974	NULL	NULL	WS_DGAT_C	WS/DGAT C-terminal domain
PF06975	NULL	NULL	DUF1299	Protein of unknown function (DUF1299)
PF06977	CL0186	Beta_propeller	SdiA-regulated	SdiA-regulated
PF06978	NULL	NULL	POP1	Ribonucleases P/MRP protein subunit POP1
PF06979	NULL	NULL	TMEM70	TMEM70/TMEM186/TMEM223 protein family
PF06980	CL0193	MBB	DUF1302	Protein of unknown function (DUF1302)
PF06983	CL0104	Glyoxalase	3-dmu-9_3-mt	3-demethylubiquinone-9 3-methyltransferase
PF06984	CL0346	Ribo_L29	MRP-L47	Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
PF06985	NULL	NULL	HET	Heterokaryon incompatibility protein (HET)
PF06986	NULL	NULL	TraN	Type-1V conjugative transfer system mating pair stabilisation
PF06988	NULL	NULL	NifT	NifT/FixU protein
PF06989	NULL	NULL	BAALC_N	BAALC N-terminus
PF06990	CL0023	P-loop_NTPase	Gal-3-0_sulfotr	Galactose-3-O-sulfotransferase 
PF06991	NULL	NULL	MFAP1	Microfibril-associated/Pre-mRNA processing
PF06992	NULL	NULL	Phage_lambda_P	Replication protein P
PF06993	CL0447	Hypoth_1	DUF1304	Protein of unknown function (DUF1304)
PF06994	NULL	NULL	Involucrin2	Involucrin
PF06995	NULL	NULL	Phage_P2_GpU	Phage P2 GpU
PF06996	NULL	NULL	T6SS_TssG	Type VI secretion, TssG
PF06998	NULL	NULL	DUF1307	Protein of unknown function (DUF1307)
PF06999	NULL	NULL	Suc_Fer-like	Sucrase/ferredoxin-like
PF07000	CL0280	PIN	DUF1308	Protein of unknown function (DUF1308)
PF07001	NULL	NULL	BAT2_N	BAT2 N-terminus
PF07002	CL0128	vWA-like	Copine	Copine
PF07004	NULL	NULL	SHIPPO-rpt	Sperm-tail PG-rich repeat
PF07005	NULL	NULL	SBD_N	Sugar-binding N-terminal domain
PF07006	NULL	NULL	DUF1310	Protein of unknown function (DUF1310)
PF07007	NULL	NULL	LprI	Lysozyme inhibitor LprI
PF07009	NULL	NULL	NusG_II	NusG domain II
PF07010	NULL	NULL	Endomucin	Endomucin
PF07011	NULL	NULL	Elf4	Early Flowering 4 domain
PF07012	NULL	NULL	Curlin_rpt	Curlin associated repeat
PF07013	NULL	NULL	DUF1314	Protein of unknown function (DUF1314)
PF07014	CL0380	IDO-like	Hs1pro-1_C	Hs1pro-1 protein C-terminus
PF07015	CL0023	P-loop_NTPase	VirC1	VirC1 protein
PF07016	NULL	NULL	CRAM_rpt	Cysteine-rich acidic integral membrane protein precursor
PF07017	CL0193	MBB	PagP	Antimicrobial peptide resistance and lipid A acylation protein PagP
PF07019	CL0706	EMC6	EMC6	EMC6
PF07020	NULL	NULL	Orthopox_C10L	Orthopoxvirus C10L protein
PF07021	CL0063	NADP_Rossmann	MetW	Methionine biosynthesis protein MetW
PF07022	CL0123	HTH	Phage_CI_repr	Bacteriophage CI repressor helix-turn-helix domain
PF07023	NULL	NULL	DUF1315	Protein of unknown function (DUF1315)
PF07024	NULL	NULL	ImpE	ImpE protein
PF07026	NULL	NULL	DUF1317	Protein of unknown function (DUF1317)
PF07027	NULL	NULL	DUF1318	Protein of unknown function (DUF1318)
PF07028	NULL	NULL	DUF1319	Protein of unknown function (DUF1319)
PF07029	NULL	NULL	CryBP1	CryBP1 protein
PF07030	NULL	NULL	Phage_Mu_Gp36	Bacteriophage Mu, Gp36
